"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name",Bid,"Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)",Ends,"Total messaging contacts","New messaging contacts",Purchases,"Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
2022-11-01,2022-11-30,"R3 3200G POSEIDON",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-20T19:21:07+0800,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,2087,3496,33.96416667,-,-,-,407.57,2023-01-08,16,11,,,,,37.051818,12,33.964167,,,65
2022-11-01,2022-11-30,"BERMONTHS 2022 GAMING📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,2572,4392,49.135,-,-,-,589.62,2023-01-08,23,17,,,,,34.683529,12,49.135,,,137
2022-11-01,2022-11-30,"JOSH PACKAGE📈",archived,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-27T09:21:50+0800,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,715,1372,17.14875,-,-,-,137.19,2023-01-08,20,9,,,,,15.243333,8,17.14875,,,29
2022-11-01,2022-11-30,"BERMONTHS 2022 ALL PC SET📈",inactive,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",11,actions:onsite_conversion.messaging_conversation_started_7d,1113,2020,20.76,-,-,-,228.36,2023-01-08,17,8,,,,,28.545,11,20.76,,,65
2022-11-01,2022-11-30,"𝐑𝐘𝐙𝐄𝐍 𝟑 𝟑𝟐𝟎𝟎𝐆 (𝟖𝐏𝐂𝐒) north cal📈",not_delivering,"BERMONTHS REELS AND VIDEO",0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-12-06T19:14:24+0800,"7-day click or 1-day view",116,actions:onsite_conversion.messaging_conversation_started_7d,11914,17851,18.12956897,-,-,-,2103.03,2023-01-08,155,74,1,2103.03,,,28.419324,116,18.129569,,,326
2022-11-01,2022-11-30,"NEW 6 HIGH MARILAO",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-12-08T11:29:23+0800,"7-day click or 1-day view",34,actions:onsite_conversion.messaging_conversation_started_7d,1832,2797,12.98970588,-,-,-,441.65,2023-01-08,62,46,,,,,9.601087,34,12.989706,,,59
2022-11-01,2022-11-30,"BERMONTHS 2022 ALL PC SET📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-11-10T11:29:32+0800,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,1314,2882,20.74916667,-,-,-,248.99,2023-01-08,19,13,,,,,19.153077,12,20.749167,,,85
2022-11-01,2022-11-30,"𝐑𝐘𝐙𝐄𝐍 𝟑 𝟑𝟐𝟎𝟎𝐆 (𝟏𝟎𝐏𝐂𝐒) tattoo📈",archived,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-20T13:57:48+0800,"7-day click or 1-day view",,,157,204,,-,-,-,28.42,2023-01-08,,,,,,,,,,,,4
2022-11-01,2022-11-30,"i5 10400F 1650 8PCS CP 11/05 JOSH",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-11-18T17:57:50+0800,"7-day click or 1-day view",10,actions:onsite_conversion.messaging_conversation_started_7d,918,1689,20.606,-,-,-,206.06,2023-01-08,23,15,,,,,13.737333,10,20.606,,,57
2022-11-01,2022-11-30,"R5 2600 1660S 8PCS CP 11/18 JAMES",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-11-17T03:25:40+0800,-,,,0,0,,-,-,-,0,2022-09-22,,,,,,,,,,,,
2022-11-01,2022-11-30,"RYAN PACKAGE📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,989,1699,49.384,-,-,-,246.92,2023-01-08,9,5,,,,,49.384,5,49.384,,,46
2022-11-01,2022-11-30,"BERMONTHS 2022 ALL PC SET📈",not_delivering,ENGAGEMENT,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-11-30T11:11:00+0800,"7-day click or 1-day view",17,actions:onsite_conversion.messaging_conversation_started_7d,3892,7685,46.96411765,-,-,-,798.39,2023-01-08,22,10,,,,,79.839,17,46.964118,,,148
2022-11-01,2022-11-30,"R3 3200G Y68",inactive,ENGAGEMENT,0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",92,actions:onsite_conversion.messaging_conversation_started_7d,10639,19823,24.15967391,-,-,-,2222.69,2023-01-08,120,82,,,,,27.105976,92,24.159674,,,637
2022-11-01,2022-11-30,"NEW 4 MID NASUGBU",inactive,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-28T12:05:10+0800,"7-day click or 1-day view",37,actions:onsite_conversion.messaging_conversation_started_7d,3461,7388,16.28108108,-,-,-,602.40,2023-01-08,39,19,1,602.4,,,31.705263,37,16.281081,,,234
2022-11-01,2022-11-30,"BERMONTHS 2022 LAPTOP📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-11-23T14:27:34+0800,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,238,397,10.41,-,-,-,52.05,2023-01-08,6,5,,,,,10.41,5,10.41,,,10
2022-11-01,2022-11-30,"BERMONTHS 2022 COMSHOP📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-11-29T12:04:37+0800,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,494,814,70.26,-,-,-,140.52,2023-01-08,4,3,,,,,46.84,2,70.26,,,27
2022-11-01,2022-11-30,"NEW 4 MID PARANAQUE📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-11-05T21:53:06+0800,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,944,1795,20.86625,-,-,-,166.93,2023-01-08,18,14,,,,,11.923571,8,20.86625,,,60
