"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name",Bid,"Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)",Ends,"Total messaging contacts","New messaging contacts",Purchases,"Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
2022-10-01,2022-10-31,"R5 2600 1660S Y68",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-09-22T13:35:35+0800,"7-day click or 1-day view",12,actions:onsite_conversion.messaging_conversation_started_7d,477,670,8.70916667,-,-,-,104.51,2023-01-04,29,20,,,,,5.2255,12,8.709167,,,17
2022-10-01,2022-10-31,"NEW 8 TRAD BULACAN📈",inactive,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-11-07T04:32:20+0800,"7-day click or 1-day view",7,actions:onsite_conversion.messaging_conversation_started_7d,816,1689,21.40571429,-,-,-,149.84,2023-01-04,10,8,,,,,18.73,7,21.405714,,,29
2022-10-01,2022-10-31,"R5 3400G DIGITAL✅",not_delivering,"VIDEO REELS",0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",126,actions:onsite_conversion.messaging_conversation_started_7d,7609,13431,13.78904762,-,-,-,1737.42,2023-01-04,141,112,3,579.14,,,15.512679,126,13.789048,,,326
2022-10-01,2022-10-31,"R3 3200G RESTOCK",not_delivering,ENGAGEMENT,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-09-22T12:49:55+0800,-,,,0,0,,-,-,-,0,2022-08-26,,,,,,,,,,,,
2022-10-01,2022-10-31,"BERMONTHS 2022 COMSHOP📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-13T14:53:42+0800,"7-day click or 1-day view",2,actions:onsite_conversion.messaging_conversation_started_7d,104,209,14.35,-,-,-,28.70,2023-01-04,4,3,,,,,9.566667,2,14.35,,,4
2022-10-01,2022-10-31,"R3 3200G BLACK",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-24T21:34:40+0800,"7-day click or 1-day view",14,actions:onsite_conversion.messaging_conversation_started_7d,904,1381,20.295,-,-,-,284.13,2023-01-04,30,17,,,,,16.713529,14,20.295,,,42
2022-10-01,2022-10-31,"BERMONTHS 2022 GAMING📈",inactive,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-09-13T12:46:16+0800,"7-day click or 1-day view",5,actions:onsite_conversion.messaging_conversation_started_7d,632,930,20.808,-,-,-,104.04,2023-01-04,11,8,,,,,13.005,5,20.808,,,23
2022-10-01,2022-10-31,"𝐢𝟓 𝟏𝟎𝟒𝟎𝟎𝐅 (𝟖𝐏𝐂𝐒) north cal📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",41,actions:onsite_conversion.messaging_conversation_started_7d,1827,3326,10.49121951,-,-,-,430.14,2023-01-04,94,45,,,,,9.558667,41,10.49122,,,66
2022-10-01,2022-10-31,"BERMONTHS 2022 LAPTOP📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-09-19T02:22:44+0800,"7-day click or 1-day view",4,actions:onsite_conversion.messaging_conversation_started_7d,397,596,20.6025,-,-,-,82.41,2023-01-04,7,3,,,,,27.47,4,20.6025,,,12
2022-10-01,2022-10-31,"NEW 10+1 LIPA📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-09-30T09:26:24+0800,"7-day click or 1-day view",26,actions:onsite_conversion.messaging_conversation_started_7d,1403,2508,12.94,-,-,-,336.44,2023-01-04,37,23,,,,,14.627826,26,12.94,,,71
2022-10-01,2022-10-31,"R5 2600 1660S MID📈",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-23T09:17:26+0800,-,,,0,0,,-,-,-,0,2022-08-26,,,,,,,,,,,,
2022-10-01,2022-10-31,"R5 3400G TRAD",archived,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-09-28T21:38:50+0800,"7-day click or 1-day view",1,actions:onsite_conversion.messaging_conversation_started_7d,253,328,64.59,-,-,-,64.59,2023-01-04,1,0,,,,,64.59,1,64.59,,,7
2022-10-01,2022-10-31,"𝐢𝟑 𝟏𝟎𝟏𝟎𝟎𝐅 (𝟏𝟎𝐏𝐂𝐒) tattoo📈",not_delivering,"VIDEO REELS",0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-21T05:57:42+0800,-,,,0,0,,-,-,-,0,2022-08-26,,,,,,,,,,,,
2022-10-01,2022-10-31,"i5 10400F 1650 10PCS CP 10/06 BERT",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2022-10-16T12:27:46+0800,"7-day click or 1-day view",8,actions:onsite_conversion.messaging_conversation_started_7d,493,1042,13.40625,-,-,-,107.25,2023-01-04,15,11,,,,,9.75,8,13.40625,,,18
