"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name","Bid","Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting","Results","Result indicator","Reach","Impressions","Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)","Ends","Total messaging contacts","New messaging contacts","Purchases","Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
"2025-08-01","2025-08-31","R5 5600G 8 MID PARANAQUE OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","243","actions:onsite_conversion.messaging_conversation_started_7d","10342","20512","22.34209877","Average","Above average","Average","5429.13","2026-12-31","243","154","8","678.64125","","","35.254091","243","22.342099","","","359"
"2025-08-01","2025-08-31","RYZEN 5 PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","383","actions:onsite_conversion.messaging_conversation_started_7d","17360","36852","15.40049608","Above average","Above average","Average","5898.39","2026-12-31","383","244","18","327.688333","","","24.17373","383","15.400496","","","822"
"2025-08-01","2025-08-31","RYZEN 5 5600G 8PCS north cal OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","243","actions:onsite_conversion.messaging_conversation_started_7d","10448","19875","14.63592593","Above average","Above average","Average","3556.53","2026-12-31","243","187","","","","","19.018877","243","14.635926","","","410"
"2025-08-01","2025-08-31","PC SET COMSHOP PACKAGE","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","111","actions:onsite_conversion.messaging_conversation_started_7d","7603","16421","30.65612613","Average","Above average","Average","3402.83","2026-12-31","111","66","3","1134.276667","","","51.55803","111","30.656126","","","307"
"2025-08-01","2025-08-31","r5 5600g 10+1+1 norzagaray OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","231","actions:onsite_conversion.messaging_conversation_started_7d","9679","20939","15.11571429","Above average","Above average","Average","3491.73","2026-12-31","231","136","","","","","25.674485","231","15.115714","","","314"
"2025-08-01","2025-08-31","r5 3400g 8+1 gaya gaya OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","287","actions:onsite_conversion.messaging_conversation_started_7d","8369","15041","9.60581882","Above average","Above average","Above average","2756.87","2026-12-31","287","182","","","","","15.147637","287","9.605819","","","444"
"2025-08-01","2025-08-31","THE RYZEN 9 3900X OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","339","actions:onsite_conversion.messaging_conversation_started_7d","10500","24154","7.93755162","Above average","Above average","Above average","2690.83","2026-12-31","339","273","","","","","9.85652","339","7.937552","","","357"
"2025-08-01","2025-08-31","COMSHOP PACKAGE OK G","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","24","actions:onsite_conversion.messaging_conversation_started_7d","6175","13467","109.81791667","Average","Average","Average","2635.63","2026-12-31","24","18","1","2635.63","","","146.423889","24","109.817917","","","250"
"2025-08-01","2025-08-31","R5 5600G POSEIDON OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","108","actions:onsite_conversion.messaging_conversation_started_7d","5066","14944","15.12444444","Above average","Above average","Average","1633.44","2026-12-31","108","94","1","1633.44","","","17.377021","108","15.124444","","","213"
"2025-08-01","2025-08-31","R5 5600G 4 MID HIGHLIGHTS OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","151","actions:onsite_conversion.messaging_conversation_started_7d","5389","12166","10.69344371","Above average","Above average","Above average","1614.71","2026-12-31","151","122","5","322.942","","","13.235328","151","10.693444","","","156"
"2025-08-01","2025-08-31","R7 5700X 4060 Y68 OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","45","actions:onsite_conversion.messaging_conversation_started_7d","4375","7638","29.03","Average","Above average","Average","1306.35","2026-12-31","45","33","1","1306.35","","","39.586364","45","29.03","","","184"
"2025-08-01","2025-08-31","THE RYZEN 9 3900X","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","53","actions:onsite_conversion.messaging_conversation_started_7d","2853","7178","24.98075472","Average","Above average","Average","1323.98","2026-12-31","53","35","1","1323.98","","","37.828","53","24.980755","","","169"
"2025-08-01","2025-08-31","RYZEN 5 5600G 10+1 tattoo OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","31","actions:onsite_conversion.messaging_conversation_started_7d","1213","2320","15.5983871","Above average","Above average","Average","483.55","2026-12-31","31","29","1","483.55","","","16.674138","31","15.598387","","","36"
"2025-08-01","2025-08-31","r5 5600g 15+1+1 sta mesa OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","3","actions:onsite_conversion.messaging_conversation_started_7d","449","802","53.4","Average","Average","Average","160.2","2026-12-31","3","2","","","","","80.1","3","53.4","","","18"
"2025-08-01","2025-08-31","r5 5600g 8+1 paranaque OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","12","actions:onsite_conversion.messaging_conversation_started_7d","1210","2171","33.33666667","Average","Above average","Average","400.04","2026-12-31","12","6","","","","","66.673333","12","33.336667","","","71"
"2025-08-01","2025-08-31","r7 5700g 10+1 tanza OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","21","actions:onsite_conversion.messaging_conversation_started_7d","985","2085","14.94095238","Above average","Above average","Average","313.76","2026-12-31","21","11","","","","","28.523636","21","14.940952","","","37"
"2025-08-01","2025-08-31","r5 5500 rx580 novaliches qc OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","12","actions:onsite_conversion.messaging_conversation_started_7d","642","1348","20.0925","Average","Above average","Average","241.11","2026-12-31","12","8","1","241.11","","","30.13875","12","20.0925","","","20"
"2025-08-01","2025-08-31","DAN TRES G","active","AWARENESS VIDEO - VLOG|UPDATES|COMSHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","204087","reach","204087","239601","0.00683929","Average","-","-","1395.81","2026-12-31","10","7","","","","","","10","139.581","","","222"
"2025-08-01","2025-08-31","LOOKING COMSHOP PACKAGE G MID G","active","AWARENESS VIDEO - VLOG|UPDATES|COMSHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","662919","reach","662919","751119","0.00769625","Average","-","-","5101.99","2026-12-31","27","22","","","","","","27","188.962593","","","864"
"2025-08-01","2025-08-31","Update Raffle","active","AWARENESS VIDEO - VLOG|UPDATES|COMSHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","54733","reach","54733","71339","0.01563737","Average","-","-","855.88","2026-12-31","3","2","","","","","","3","285.293333","","","40"
