"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name","Bid","Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting","Results","Result indicator","Reach","Impressions","Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)","Ends","Total messaging contacts","New messaging contacts","Purchases","Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
"2025-05-01","2025-05-31","R5 5600G 8 MID PARANAQUE OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","592","actions:onsite_conversion.messaging_conversation_started_7d","15296","37133","10.84533784","Above average","Above average","Above average","6420.44","2026-12-31","592","434","1","6420.44","","","14.793641","592","10.845338","","","576"
"2025-05-01","2025-05-31","RYZEN 5 PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","618","actions:onsite_conversion.messaging_conversation_started_7d","19519","34598","6.92326861","Above average","Above average","Above average","4278.58","2026-12-31","618","412","9","475.397778","","","10.384903","618","6.923269","","","1005"
"2025-05-01","2025-05-31","6 trad san mateo (winning) OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","184","actions:onsite_conversion.messaging_conversation_started_7d","12628","20936","23.34706522","Average","Above average","Average","4295.86","2026-12-31","184","80","2","2147.93","","","53.69825","184","23.347065","","","561"
"2025-05-01","2025-05-31","RYZEN 5 5600G 8PCS north cal OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","529","actions:onsite_conversion.messaging_conversation_started_7d","20755","39216","9.33928166","Above average","Above average","Above average","4940.48","2026-12-31","529","421","41","120.499512","","","11.735107","529","9.339282","","","806"
"2025-05-01","2025-05-31","PC SET COMSHOP PACKAGE","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","130","actions:onsite_conversion.messaging_conversation_started_7d","10992","22902","33.02576923","Average","Above average","Average","4293.35","2026-12-31","130","84","1","4293.35","","","51.11131","130","33.025769","","","553"
"2025-05-01","2025-05-31","r5 5600g 10+1+1 norzagaray OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","284","actions:onsite_conversion.messaging_conversation_started_7d","10016","17915","12.44017606","Above average","Above average","Average","3533.01","2026-12-31","284","175","","","","","20.188629","284","12.440176","","","406"
"2025-05-01","2025-05-31","r5 3400g 8+1 gaya gaya OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","50","actions:onsite_conversion.messaging_conversation_started_7d","9779","14549","47.4728","Average","Average","Average","2373.64","2026-12-31","50","33","1","2373.64","","","71.928485","50","47.4728","","","558"
"2025-05-01","2025-05-31","THE RYZEN 9 3900X OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","117","actions:onsite_conversion.messaging_conversation_started_7d","6419","13225","21.91247863","Average","Above average","Average","2563.76","2026-12-31","117","64","2","1281.88","","","40.05875","117","21.912479","","","219"
"2025-05-01","2025-05-31","COMSHOP PACKAGE OK G","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","178","actions:onsite_conversion.messaging_conversation_started_7d","8738","16306","12.57831461","Above average","Above average","Average","2238.94","2026-12-31","178","115","2","1119.47","","","19.469043","178","12.578315","","","353"
"2025-05-01","2025-05-31","r5 5700x rtx4060 y68 white OK","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","38","actions:onsite_conversion.messaging_conversation_started_7d","2018","3239","23.82131579","Average","Above average","Average","905.21","2026-12-31","38","30","1","905.21","","","30.173667","38","23.821316","","","114"
"2025-05-01","2025-05-31","RYZEN 7 5700X 4060 ROBIN OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","62","actions:onsite_conversion.messaging_conversation_started_7d","3375","5888","23.03241935","Average","Above average","Average","1428.01","2026-12-31","62","35","","","","","40.800286","62","23.032419","","","141"
