"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name","Bid","Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting","Results","Result indicator","Reach","Impressions","Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)","Ends","Total messaging contacts","New messaging contacts","Purchases","Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
"2025-10-01","2025-10-31","R5 5600G 8 MID PARANAQUE OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","257","actions:onsite_conversion.messaging_conversation_started_7d","23251","45051","31.64140078","Average","Above average","Average","8131.84","2026-12-31","257","150","5","1626.368","","","54.212267","257","31.641401","","","642"
"2025-10-01","2025-10-31","RYZEN 5 PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","554","actions:onsite_conversion.messaging_conversation_started_7d","29814","49698","14.19319495","Above average","Above average","Average","7863.03","2026-12-31","554","391","","","","","20.110051","554","14.193195","","","1536"
"2025-10-01","2025-10-31","6 trad san mateo (winning) OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","658","actions:onsite_conversion.messaging_conversation_started_7d","21853","59556","11.4781155","Above average","Above average","Above average","7552.6","2026-12-31","658","494","23","328.373913","","","15.288664","658","11.478116","","","888"
"2025-10-01","2025-10-31","RYZEN 5 5600G 8PCS north cal OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","307","actions:onsite_conversion.messaging_conversation_started_7d","17149","40288","15.9729316","Above average","Above average","Average","4903.69","2026-12-31","307","262","12","408.640833","","","18.716374","307","15.972932","","","764"
"2025-10-01","2025-10-31","PC SET COMSHOP PACKAGE","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","121","actions:onsite_conversion.messaging_conversation_started_7d","11495","20181","37.86842975","Average","Average","Average","4582.08","2026-12-31","121","98","1","4582.08","","","46.755918","121","37.86843","","","227"
"2025-10-01","2025-10-31","r5 5600g 10+1+1 norzagaray OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","155","actions:onsite_conversion.messaging_conversation_started_7d","14590","31914","32.45025806","Average","Above average","Average","5029.79","2026-12-31","155","88","6","838.298333","","","57.156705","155","32.450258","","","624"
"2025-10-01","2025-10-31","r5 3400g 8+1 gaya gaya OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","108","actions:onsite_conversion.messaging_conversation_started_7d","6801","13001","17.12685185","Above average","Above average","Average","1849.7","2026-12-31","108","73","","","","","25.338356","108","17.126852","","","461"
"2025-10-01","2025-10-31","THE RYZEN 9 3900X OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","233","actions:onsite_conversion.messaging_conversation_started_7d","9730","23458","17.05755365","Above average","Above average","Average","3974.41","2026-12-31","233","139","11","361.31","","","28.592878","233","17.057554","","","513"
"2025-10-01","2025-10-31","COMSHOP PACKAGE OK G","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","193","actions:onsite_conversion.messaging_conversation_started_7d","12903","21869","18.79735751","Above average","Above average","Average","3627.89","2026-12-31","193","138","1","3627.89","","","26.289058","193","18.797358","","","749"
"2025-10-01","2025-10-31","r5 5700x rtx4060 y68 white OK","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","108","actions:onsite_conversion.messaging_conversation_started_7d","10674","25628","25.6875","Average","Above average","Average","2774.25","2026-12-31","108","89","2","1387.125","","","31.171348","108","25.6875","","","494"
"2025-10-01","2025-10-31","RYZEN 7 5700X 4060 ROBIN OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","139","actions:onsite_conversion.messaging_conversation_started_7d","7813","16007","13.99964029","Above average","Above average","Average","1945.95","2026-12-31","139","97","","","","","20.06134","139","13.99964","","","198"
"2025-10-01","2025-10-31","R5 5600G POSEIDON OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","119","actions:onsite_conversion.messaging_conversation_started_7d","3549","7739","15.73983193","Above average","Above average","Average","1873.04","2026-12-31","119","84","1","1873.04","","","22.298095","119","15.739832","","","111"
"2025-10-01","2025-10-31","R5 5600G 4 MID HIGHLIGHTS OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","96","actions:onsite_conversion.messaging_conversation_started_7d","4237","9260","12.49541667","Above average","Above average","Average","1199.56","2026-12-31","96","70","2","599.78","","","17.136571","96","12.495417","","","194"
"2025-10-01","2025-10-31","R7 5700X 4060 Y68 OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","176","actions:onsite_conversion.messaging_conversation_started_7d","5635","9680","8.06681818","Above average","Above average","Above average","1419.76","2026-12-31","176","110","4","354.94","","","12.906909","176","8.066818","","","247"
"2025-10-01","2025-10-31","R7 NEW PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","43","actions:onsite_conversion.messaging_conversation_started_7d","3352","7378","26.94953488","Average","Above average","Average","1158.83","2026-12-31","43","22","","","","","52.674091","43","26.949535","","","139"
"2025-10-01","2025-10-31","THE RYZEN 9 3900X","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","37","actions:onsite_conversion.messaging_conversation_started_7d","2774","5919","31.35405405","Average","Above average","Average","1160.1","2026-12-31","37","21","","","","","55.242857","37","31.354054","","","123"
"2025-10-01","2025-10-31","RYZEN 5 5600G 10+1 tattoo OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","21","actions:onsite_conversion.messaging_conversation_started_7d","1460","2418","20.45047619","Average","Above average","Average","429.46","2026-12-31","21","19","","","","","22.603158","21","20.450476","","","64"
"2025-10-01","2025-10-31","r5 5600g 15+1+1 sta mesa OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","11","actions:onsite_conversion.messaging_conversation_started_7d","1005","2148","38.71363636","Average","Average","Average","425.85","2026-12-31","11","7","1","425.85","","","60.835714","11","38.713636","","","45"
"2025-10-01","2025-10-31","r5 5600g 8+1 paranaque OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","18","actions:onsite_conversion.messaging_conversation_started_7d","968","1448","19.47055556","Above average","Above average","Average","350.47","2026-12-31","18","10","","","","","35.047","18","19.470556","","","48"
"2025-10-01","2025-10-31","r7 5700g 10+1 tanza OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","26","actions:onsite_conversion.messaging_conversation_started_7d","1101","2488","14.90230769","Above average","Above average","Average","387.46","2026-12-31","26","14","1","387.46","","","27.675714","26","14.902308","","","56"
"2025-10-01","2025-10-31","r5 5500 rx580 novaliches qc OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","23","actions:onsite_conversion.messaging_conversation_started_7d","1123","2061","14.26043478","Above average","Above average","Average","327.99","2026-12-31","23","12","","","","","27.3325","23","14.260435","","","44"
"2025-10-01","2025-10-31","DAN TRES G","active","AWARENESS VIDEO - VLOG|UPDATES|COMSHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","191818","reach","191818","241344","0.00832977","Average","-","-","1597.8","2026-12-31","8","5","","","","","","8","199.725","","","187"
"2025-10-01","2025-10-31","LOOKING COMSHOP PACKAGE G MID G","active","AWARENESS VIDEO - VLOG|UPDATES|COMSHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","844430","reach","844430","1060087","0.0080565","Average","-","-","6803.15","2026-12-31","10","7","","","","","","10","680.315","","","680"
"2025-10-01","2025-10-31","Update Raffle","active","AWARENESS VIDEO - VLOG|UPDATES|COMSHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","123613","reach","123613","143792","0.0073125","Average","-","-","903.92","2026-12-31","2","1","","","","","","2","451.96","","","73"
