"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name","Bid","Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting","Results","Result indicator","Reach","Impressions","Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)","Ends","Total messaging contacts","New messaging contacts","Purchases","Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
"2026-04-01","2026-04-30","R5 5600G 8 MID PARANAQUE OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","214","actions:onsite_conversion.messaging_conversation_started_7d","20708","44965","29.0785514","Average","Above average","Average","6222.81","2026-12-31","214","154","9","691.423333","","","40.407857","214","29.078551","","","1019"
"2026-04-01","2026-04-30","RYZEN 5 PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","381","actions:onsite_conversion.messaging_conversation_started_7d","15643","29826","17.15089239","Above average","Above average","Average","6534.49","2026-12-31","381","245","","","","","26.671388","381","17.150892","","","580"
"2026-04-01","2026-04-30","6 trad san mateo (winning) OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","541","actions:onsite_conversion.messaging_conversation_started_7d","20177","40356","9.80650647","Above average","Above average","Above average","5305.32","2026-12-31","541","400","21","252.634286","","","13.2633","541","9.806506","","","992"
"2026-04-01","2026-04-30","PC SET COMSHOP PACKAGE","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","240","actions:onsite_conversion.messaging_conversation_started_7d","11901","26643","15.10370833","Above average","Above average","Average","3624.89","2026-12-31","240","200","7","517.841429","","","18.12445","240","15.103708","","","569"
"2026-04-01","2026-04-30","r5 5600g 10+1+1 norzagaray OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","148","actions:onsite_conversion.messaging_conversation_started_7d","14752","29068","28.50635135","Average","Above average","Average","4218.94","2026-12-31","148","93","","","","","45.364946","148","28.506351","","","435"
"2026-04-01","2026-04-30","r5 3400g 8+1 gaya gaya OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","435","actions:onsite_conversion.messaging_conversation_started_7d","11604","23504","8.14910345","Above average","Above average","Above average","3544.86","2026-12-31","435","308","","","","","11.509286","435","8.149103","","","377"
"2026-04-01","2026-04-30","THE RYZEN 9 3900X OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","161","actions:onsite_conversion.messaging_conversation_started_7d","7859","19387","18.61590062","Above average","Above average","Average","2997.16","2026-12-31","161","110","","","","","27.246909","161","18.615901","","","232"
"2026-04-01","2026-04-30","COMSHOP PACKAGE OK G","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","153","actions:onsite_conversion.messaging_conversation_started_7d","10590","24215","19.33117647","Above average","Above average","Average","2957.67","2026-12-31","153","95","","","","","31.133368","153","19.331176","","","343"
"2026-04-01","2026-04-30","r5 5700x rtx4060 y68 white OK","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","114","actions:onsite_conversion.messaging_conversation_started_7d","3607","6346","11.69508772","Above average","Above average","Above average","1333.24","2026-12-31","114","86","1","1333.24","","","15.502791","114","11.695088","","","143"
"2026-04-01","2026-04-30","RYZEN 7 5700X 4060 ROBIN OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","73","actions:onsite_conversion.messaging_conversation_started_7d","3547","6416","19.34219178","Above average","Above average","Average","1411.98","2026-12-31","73","46","","","","","30.695217","73","19.342192","","","104"
"2026-04-01","2026-04-30","R5 5600G POSEIDON OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","27","actions:onsite_conversion.messaging_conversation_started_7d","4251","10316","46.51185185","Average","Average","Average","1255.82","2026-12-31","27","16","1","1255.82","","","78.48875","27","46.511852","","","152"
"2026-04-01","2026-04-30","R5 5600G 4 MID HIGHLIGHTS OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","66","actions:onsite_conversion.messaging_conversation_started_7d","4862","11153","18.74045455","Above average","Above average","Average","1236.87","2026-12-31","66","43","","","","","28.764419","66","18.740455","","","186"
"2026-04-01","2026-04-30","R7 5700X 4060 Y68 OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","43","actions:onsite_conversion.messaging_conversation_started_7d","2383","5542","28.34906977","Average","Above average","Average","1219.01","2026-12-31","43","32","1","1219.01","","","38.094062","43","28.34907","","","132"
"2026-04-01","2026-04-30","R7 NEW PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","41","actions:onsite_conversion.messaging_conversation_started_7d","1934","3456","19.21536585","Above average","Above average","Average","787.83","2026-12-31","41","21","1","787.83","","","37.515714","41","19.215366","","","92"
"2026-04-01","2026-04-30","THE RYZEN 9 3900X","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","56","actions:onsite_conversion.messaging_conversation_started_7d","1717","4138","22.63285714","Average","Above average","Average","1267.44","2026-12-31","56","41","2","633.72","","","30.913171","56","22.632857","","","109"
"2026-04-01","2026-04-30","RYZEN 5 5600G 10+1 tattoo OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","17","actions:onsite_conversion.messaging_conversation_started_7d","998","1646","19.68352941","Above average","Above average","Average","334.62","2026-12-31","17","12","","","","","27.885","17","19.683529","","","50"
"2026-04-01","2026-04-30","r5 5600g 8+1 paranaque OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","10","actions:onsite_conversion.messaging_conversation_started_7d","506","1245","24.653","Average","Above average","Average","246.53","2026-12-31","10","7","1","246.53","","","35.218571","10","24.653","","","35"
"2026-04-01","2026-04-30","r7 5700g 10+1 tanza OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","7","actions:onsite_conversion.messaging_conversation_started_7d","542","1165","30.64428571","Average","Above average","Average","214.51","2026-12-31","7","5","1","214.51","","","42.902","7","30.644286","","","19"
"2026-04-01","2026-04-30","r5 5500 rx580 novaliches qc OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","13","actions:onsite_conversion.messaging_conversation_started_7d","652","1420","13.92692308","Above average","Above average","Average","181.05","2026-12-31","13","8","1","181.05","","","22.63125","13","13.926923","","","40"
"2026-04-01","2026-04-30","DAN TRES G","active","AWARENESS VIDEO - VLOG|UPDATES|COMSHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","108658","reach","108658","129780","0.01039647","Average","-","-","1129.66","2026-12-31","2","1","","","","","","2","564.83","","","145"
"2026-04-01","2026-04-30","LOOKING COMSHOP PACKAGE G MID G","active","AWARENESS VIDEO - VLOG|UPDATES|COMSHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","326198","reach","326198","373936","0.01049868","Average","-","-","3424.65","2026-12-31","5","3","","","","","","5","684.93","","","435"
