"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name","Bid","Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting","Results","Result indicator","Reach","Impressions","Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)","Ends","Total messaging contacts","New messaging contacts","Purchases","Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
"2026-05-01","2026-05-31","R5 5600G 8 MID PARANAQUE OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","403","actions:onsite_conversion.messaging_conversation_started_7d","15512","31492","17.7137469","Above average","Above average","Average","7138.64","2026-12-31","403","298","21","339.935238","","","23.955168","403","17.713747","","","791"
"2026-05-01","2026-05-31","RYZEN 5 PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","352","actions:onsite_conversion.messaging_conversation_started_7d","21338","40464","20.90823864","Average","Above average","Average","7359.7","2026-12-31","352","278","8","919.9625","","","26.473741","352","20.908239","","","947"
"2026-05-01","2026-05-31","6 trad san mateo (winning) OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","359","actions:onsite_conversion.messaging_conversation_started_7d","18256","25558","14.0532312","Above average","Above average","Average","5045.11","2026-12-31","359","227","","","","","22.225154","359","14.053231","","","568"
"2026-05-01","2026-05-31","RYZEN 5 5600G 8PCS north cal OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","161","actions:onsite_conversion.messaging_conversation_started_7d","12119","25265","24.66360248","Average","Above average","Average","3970.84","2026-12-31","161","106","8","496.355","","","37.460755","161","24.663602","","","540"
"2026-05-01","2026-05-31","PC SET COMSHOP PACKAGE","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","213","actions:onsite_conversion.messaging_conversation_started_7d","7022","13477","19.29892019","Above average","Above average","Average","4110.67","2026-12-31","213","171","","","","","24.039006","213","19.29892","","","297"
"2026-05-01","2026-05-31","r5 5600g 10+1+1 norzagaray OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","252","actions:onsite_conversion.messaging_conversation_started_7d","10647","21100","15.55206349","Above average","Above average","Average","3919.12","2026-12-31","252","170","","","","","23.053647","252","15.552063","","","324"
"2026-05-01","2026-05-31","r5 3400g 8+1 gaya gaya OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","313","actions:onsite_conversion.messaging_conversation_started_7d","13330","24041","7.81134185","Above average","Above average","Above average","2444.95","2026-12-31","313","179","","","","","13.658939","313","7.811342","","","628"
"2026-05-01","2026-05-31","THE RYZEN 9 3900X OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","188","actions:onsite_conversion.messaging_conversation_started_7d","10956","20033","13.9668617","Above average","Above average","Average","2625.77","2026-12-31","188","99","6","437.628333","","","26.522929","188","13.966862","","","423"
"2026-05-01","2026-05-31","COMSHOP PACKAGE OK G","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","281","actions:onsite_conversion.messaging_conversation_started_7d","9459","20288","9.60234875","Above average","Above average","Above average","2698.26","2026-12-31","281","169","15","179.884","","","15.966036","281","9.602349","","","391"
"2026-05-01","2026-05-31","r5 5700x rtx4060 y68 white OK","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","101","actions:onsite_conversion.messaging_conversation_started_7d","3001","5990","22.60158416","Average","Above average","Average","2282.76","2026-12-31","101","64","","","","","35.668125","101","22.601584","","","118"
