"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name","Bid","Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting","Results","Result indicator","Reach","Impressions","Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)","Ends","Total messaging contacts","New messaging contacts","Purchases","Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
"2025-03-01","2025-03-31","R5 5600G 8 MID PARANAQUE OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","358","actions:onsite_conversion.messaging_conversation_started_7d","18814","37596","16.31312849","Above average","Above average","Average","5840.1","2026-12-31","358","273","7","834.3","","","21.392308","358","16.313128","","","955"
"2025-03-01","2025-03-31","RYZEN 5 PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","122","actions:onsite_conversion.messaging_conversation_started_7d","10084","18017","35.96909836","Average","Average","Average","4388.23","2026-12-31","122","94","3","1462.743333","","","46.683298","122","35.969098","","","361"
"2025-03-01","2025-03-31","6 trad san mateo (winning) OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","51","actions:onsite_conversion.messaging_conversation_started_7d","6383","12403","68.9127451","Average","Average","Average","3514.55","2026-12-31","51","33","1","3514.55","","","106.501515","51","68.912745","","","275"
"2025-03-01","2025-03-31","RYZEN 5 5600G 8PCS north cal OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","207","actions:onsite_conversion.messaging_conversation_started_7d","12185","24434","14.18198068","Above average","Above average","Average","2935.67","2026-12-31","207","162","4","733.9175","","","18.12142","207","14.181981","","","424"
"2025-03-01","2025-03-31","PC SET COMSHOP PACKAGE","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","169","actions:onsite_conversion.messaging_conversation_started_7d","12395","23499","18.9043787","Above average","Above average","Average","3194.84","2026-12-31","169","107","8","399.355","","","29.858318","169","18.904379","","","699"
"2025-03-01","2025-03-31","r5 5600g 10+1+1 norzagaray OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","108","actions:onsite_conversion.messaging_conversation_started_7d","7313","13700","20.56342593","Average","Above average","Average","2220.85","2026-12-31","108","76","5","444.17","","","29.221711","108","20.563426","","","247"
"2025-03-01","2025-03-31","r5 3400g 8+1 gaya gaya OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","94","actions:onsite_conversion.messaging_conversation_started_7d","6461","14351","18.95723404","Above average","Above average","Average","1781.98","2026-12-31","94","71","","","","","25.09831","94","18.957234","","","241"
"2025-03-01","2025-03-31","THE RYZEN 9 3900X OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","116","actions:onsite_conversion.messaging_conversation_started_7d","3991","8417","11.66758621","Above average","Above average","Above average","1353.44","2026-12-31","116","81","2","676.72","","","16.709136","116","11.667586","","","177"
"2025-03-01","2025-03-31","COMSHOP PACKAGE OK G","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","147","actions:onsite_conversion.messaging_conversation_started_7d","7561","13917","13.13639456","Above average","Above average","Average","1931.05","2026-12-31","147","98","","","","","19.704592","147","13.136395","","","334"
"2025-03-01","2025-03-31","r5 5700x rtx4060 y68 white OK","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","81","actions:onsite_conversion.messaging_conversation_started_7d","4686","11089","17.23283951","Above average","Above average","Average","1395.86","2026-12-31","81","54","3","465.286667","","","25.849259","81","17.23284","","","322"
"2025-03-01","2025-03-31","RYZEN 7 5700X 4060 ROBIN OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","15","actions:onsite_conversion.messaging_conversation_started_7d","1688","2363","60.18266667","Average","Average","Average","902.74","2026-12-31","15","11","","","","","82.067273","15","60.182667","","","36"
"2025-03-01","2025-03-31","R5 5600G POSEIDON OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","35","actions:onsite_conversion.messaging_conversation_started_7d","2975","5180","25.55114286","Average","Above average","Average","894.29","2026-12-31","35","20","1","894.29","","","44.7145","35","25.551143","","","174"
"2025-03-01","2025-03-31","R5 5600G 4 MID HIGHLIGHTS OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","54","actions:onsite_conversion.messaging_conversation_started_7d","2101","3977","18.94388889","Above average","Above average","Average","1022.97","2026-12-31","54","38","1","1022.97","","","26.920263","54","18.943889","","","79"
"2025-03-01","2025-03-31","R7 5700X 4060 Y68 OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","55","actions:onsite_conversion.messaging_conversation_started_7d","3199","7926","19.21927273","Above average","Above average","Average","1057.06","2026-12-31","55","31","2","528.53","","","34.09871","55","19.219273","","","137"
"2025-03-01","2025-03-31","R7 NEW PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","47","actions:onsite_conversion.messaging_conversation_started_7d","1666","2793","9.76744681","Above average","Above average","Above average","459.07","2026-12-31","47","25","2","229.535","","","18.3628","47","9.767447","","","59"
"2025-03-01","2025-03-31","THE RYZEN 9 3900X","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","90","actions:onsite_conversion.messaging_conversation_started_7d","3407","5103","9.58755556","Above average","Above average","Above average","862.88","2026-12-31","90","48","1","862.88","","","17.976667","90","9.587556","","","95"
