"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name","Bid","Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting","Results","Result indicator","Reach","Impressions","Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)","Ends","Total messaging contacts","New messaging contacts","Purchases","Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
"2025-02-01","2025-02-28","R5 5600G 8 MID PARANAQUE OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","298","actions:onsite_conversion.messaging_conversation_started_7d","11693","31389","13.52187919","Above average","Above average","Average","4029.52","2026-12-31","298","192","","","","","20.987083","298","13.521879","","","274"
"2025-02-01","2025-02-28","RYZEN 5 PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","258","actions:onsite_conversion.messaging_conversation_started_7d","16097","31006","13.96217054","Above average","Above average","Average","3602.24","2026-12-31","258","155","7","514.605714","","","23.240258","258","13.962171","","","770"
"2025-02-01","2025-02-28","RYZEN 5 5600G 8PCS north cal OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","34","actions:onsite_conversion.messaging_conversation_started_7d","8659","18318","89.38911765","Average","Average","Average","3039.23","2026-12-31","34","27","","","","","112.564074","34","89.389118","","","278"
"2025-02-01","2025-02-28","PC SET COMSHOP PACKAGE","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","67","actions:onsite_conversion.messaging_conversation_started_7d","5991","11004","35.74119403","Average","Average","Average","2394.66","2026-12-31","67","41","3","798.22","","","58.406341","67","35.741194","","","429"
"2025-02-01","2025-02-28","r5 5600g 10+1+1 norzagaray OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","145","actions:onsite_conversion.messaging_conversation_started_7d","7603","14590","16.66551724","Above average","Above average","Average","2416.5","2026-12-31","145","107","","","","","22.584112","145","16.665517","","","367"
"2025-02-01","2025-02-28","r5 3400g 8+1 gaya gaya OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","264","actions:onsite_conversion.messaging_conversation_started_7d","8592","21073","8.19113636","Above average","Above average","Above average","2162.46","2026-12-31","264","157","3","720.82","","","13.773631","264","8.191136","","","381"
"2025-02-01","2025-02-28","THE RYZEN 9 3900X OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","47","actions:onsite_conversion.messaging_conversation_started_7d","4497","9022","35.29234043","Average","Average","Average","1658.74","2026-12-31","47","36","1","1658.74","","","46.076111","47","35.29234","","","162"
"2025-02-01","2025-02-28","r5 5700x rtx4060 y68 white OK","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","150","actions:onsite_conversion.messaging_conversation_started_7d","6690","13653","8.5258","Above average","Above average","Above average","1278.87","2026-12-31","150","98","","","","","13.049694","150","8.5258","","","340"
"2025-02-01","2025-02-28","RYZEN 7 5700X 4060 ROBIN OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","30","actions:onsite_conversion.messaging_conversation_started_7d","3348","7264","42.59766667","Average","Average","Average","1277.93","2026-12-31","30","12","","","","","106.494167","30","42.597667","","","176"
"2025-02-01","2025-02-28","R5 5600G 4 MID HIGHLIGHTS OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","25","actions:onsite_conversion.messaging_conversation_started_7d","1382","3376","21.396","Average","Above average","Average","534.9","2026-12-31","25","17","","","","","31.464706","25","21.396","","","68"
