"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name","Bid","Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting","Results","Result indicator","Reach","Impressions","Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)","Ends","Total messaging contacts","New messaging contacts","Purchases","Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
"2025-11-01","2025-11-30","R5 5600G 8 MID PARANAQUE OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","791","actions:onsite_conversion.messaging_conversation_started_7d","38450","90239","13.01345133","Above average","Above average","Average","10293.64","2026-12-31","791","467","","","","","22.042056","791","13.013451","","","1915"
"2025-11-01","2025-11-30","RYZEN 5 PINK OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","492","actions:onsite_conversion.messaging_conversation_started_7d","49434","81976","23.9699187","Average","Above average","Average","11793.2","2026-12-31","492","443","16","737.075","","","26.621219","492","23.969919","","","2773"
"2025-11-01","2025-11-30","6 trad san mateo (winning) OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","785","actions:onsite_conversion.messaging_conversation_started_7d","28203","59020","11.00486624","Above average","Above average","Above average","8638.82","2026-12-31","785","420","26","332.262308","","","20.568619","785","11.004866","","","1065"
"2025-11-01","2025-11-30","RYZEN 5 5600G 8PCS north cal OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","298","actions:onsite_conversion.messaging_conversation_started_7d","16754","42024","21.39325503","Average","Above average","Average","6375.19","2026-12-31","298","230","","","","","27.718217","298","21.393255","","","719"
"2025-11-01","2025-11-30","PC SET COMSHOP PACKAGE","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","134","actions:onsite_conversion.messaging_conversation_started_7d","13831","29843","44.32358209","Average","Average","Average","5939.36","2026-12-31","134","54","4","1484.84","","","109.988148","134","44.323582","","","474"
"2025-11-01","2025-11-30","r5 5600g 10+1+1 norzagaray OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","269","actions:onsite_conversion.messaging_conversation_started_7d","15711","33039","15.85843866","Above average","Above average","Average","4265.92","2026-12-31","269","189","","","","","22.571005","269","15.858439","","","986"
"2025-11-01","2025-11-30","r5 3400g 8+1 gaya gaya OK G","active","ALL REELS SHOP","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","111","actions:onsite_conversion.messaging_conversation_started_7d","11719","28080","31.30882883","Average","Above average","Average","3475.28","2026-12-31","111","86","5","695.056","","","40.410233","111","31.308829","","","335"
"2025-11-01","2025-11-30","THE RYZEN 9 3900X OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","196","actions:onsite_conversion.messaging_conversation_started_7d","11571","22997","19.7644898","Above average","Above average","Average","3873.84","2026-12-31","196","112","","","","","34.587857","196","19.76449","","","576"
"2025-11-01","2025-11-30","COMSHOP PACKAGE OK G","active","PC SET AND COMSHOP 25 26","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","198","actions:onsite_conversion.messaging_conversation_started_7d","9073","19879","22.01787879","Average","Above average","Average","4359.54","2026-12-31","198","153","1","4359.54","","","28.493725","198","22.017879","","","419"
"2025-11-01","2025-11-30","r5 5700x rtx4060 y68 white OK","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","256","actions:onsite_conversion.messaging_conversation_started_7d","8306","15910","9.41667969","Above average","Above average","Above average","2410.67","2026-12-31","256","166","","","","","14.522108","256","9.41668","","","269"
"2025-11-01","2025-11-30","RYZEN 7 5700X 4060 ROBIN OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","91","actions:onsite_conversion.messaging_conversation_started_7d","5082","11419","18.09175824","Above average","Above average","Average","1646.35","2026-12-31","91","70","2","823.175","","","23.519286","91","18.091758","","","186"
"2025-11-01","2025-11-30","R5 5600G POSEIDON OK G","active","ALL REELS PC SET","0","ABSOLUTE_OCPM","Using campaign budget","0","0","7-day click or 1-day view","105","actions:onsite_conversion.messaging_conversation_started_7d","4829","8067","19.88666667","Above average","Above average","Average","2088.1","2026-12-31","105","62","1","2088.1","","","33.679032","105","19.886667","","","313"
