"Reporting starts","Reporting ends","Ad name","Ad delivery","Ad set name",Bid,"Bid type","Ad set budget","Ad set budget type","Last significant edit","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (PHP)",Ends,"Total messaging contacts","New messaging contacts",Purchases,"Cost per purchase (PHP)","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (PHP)","Messaging conversations started","Cost per messaging conversation started (PHP)","Orders created","Orders shipped","Link clicks"
2023-12-01,2023-12-31,"𝐑𝐘𝐙𝐄𝐍 𝟓 𝟒𝟔𝟎𝟎𝐆 (𝟖𝐏𝐂𝐒) tattoo📈",not_delivering,"BERMONTHS REELS AND VIDEO",0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-12-13T16:08:28+0800,"7-day click or 1-day view",34,actions:onsite_conversion.messaging_conversation_started_7d,3463,7348,31.00176471,-,-,-,1054.06,2024-01-30,44,19,,,,,55.476842,34,31.001765,,,211
2023-12-01,2023-12-31,"MARK PACKAGE📈",not_delivering,"VIDEO REELS",0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-12-06T08:13:21+0800,-,,,0,0,,-,-,-,0,2023-11-11,,,,,,,,,,,,
2023-12-01,2023-12-31,"BERMONTHS 2023 ALL PC SET📈",archived,"IMG BROCHURE PERSONAL AND COMSHOP",0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",39,actions:onsite_conversion.messaging_conversation_started_7d,4202,7887,22.24871795,-,-,-,867.70,2024-01-30,52,23,2,433.85,,,37.726087,39,22.248718,,,210
2023-12-01,2023-12-31,"i3 12100F RX6600 Y68",inactive,"BERMONTHS REELS AND VIDEO",0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",141,actions:onsite_conversion.messaging_conversation_started_7d,7825,15221,10.88177305,-,-,-,1534.33,2024-01-30,183,78,2,767.165,,,19.670897,141,10.881773,,,406
2023-12-01,2023-12-31,"R5 5600G 1660S RESTOCK",not_delivering,ENGAGEMENT,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-12-17T07:44:23+0800,-,,,0,0,,-,-,-,0,2023-11-11,,,,,,,,,,,,
2023-12-01,2023-12-31,"BERMONTHS 2023 ALL PC SET📈",inactive,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-12-30T14:27:38+0800,"7-day click or 1-day view",19,actions:onsite_conversion.messaging_conversation_started_7d,1233,2564,17.66578947,-,-,-,335.65,2024-01-30,43,26,,,,,12.909615,19,17.665789,,,53
2023-12-01,2023-12-31,"R5 5600G 1660S DIGITAL✅",archived,"VIDEO REELS",0,ABSOLUTE_OCPM,"Using campaign budget",0,0,"7-day click or 1-day view",96,actions:onsite_conversion.messaging_conversation_started_7d,3006,5218,8.49541667,-,-,-,815.56,2024-01-30,136,57,,,,,14.30807,96,8.495417,,,145
2023-12-01,2023-12-31,"R5 5600G 1660S VIRAL",not_delivering,"BERMONTHS REELS AND VIDEO",0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-11-28T20:55:29+0800,"7-day click or 1-day view",128,actions:onsite_conversion.messaging_conversation_started_7d,4113,8227,8.4740625,-,-,-,1084.68,2024-01-30,175,86,,,,,12.612558,128,8.474063,,,180
2023-12-01,2023-12-31,"NEW 6 MID LIPA📈",not_delivering,"VIDEO REELS",0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-12-29T23:47:49+0800,"7-day click or 1-day view",282,actions:onsite_conversion.messaging_conversation_started_7d,14879,29896,11.2035461,-,-,-,3159.40,2024-01-30,348,173,2,1579.7,,,18.262428,282,11.203546,,,613
2023-12-01,2023-12-31,"i3 12100F RX6600 BLACK",not_delivering,TESTER,0,ABSOLUTE_OCPM,"Using campaign budget",0,2023-12-28T15:08:15+0800,"7-day click or 1-day view",30,actions:onsite_conversion.messaging_conversation_started_7d,1044,1729,8.92166667,-,-,-,267.65,2024-01-30,52,28,,,,,9.558929,30,8.921667,,,36
