"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Shares,"Approximate content monetization earnings","3-second video views","1-minute video views","3-Second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Reactions, Comments and Shares",Reactions,Comments,"Seconds viewed","Average Seconds viewed"
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/31/2023,0,,,,,,,,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/01/2023,,,0,0,0,0,0,0,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/02/2023,,,0,0,0,0,0,0,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/03/2023,,,0,0,0,0,0,0,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/04/2023,,,0,0,0,0,0,0,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/05/2023,,,0,0,0,0,0,0,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/06/2023,,,0,0,0,0,0,0,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/07/2023,,,0,0,0,0,0,0,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/08/2023,,,0,0,0,0,0,0,,,,,
1012352963678818,100064197037125,"PC Merchandise","Negosyo starts today! Complete computer shop packages ready. PM now!

𝐂𝐎𝐌𝐒𝐇𝐎𝐏 𝐏𝐑𝐈𝐂𝐄𝐋𝐈𝐒𝐓 >>>
https://pcmerchandise.live/2023-COMSHOP-PACKAGES",,0,"05/31/2023 22:30",,https://www.facebook.com/pcmerchandise.co/posts/pfbid0hxQpHpSu2QwOL09mwF0nsqpwIA0XoC8pXNt1Oa5gWGRCuSHt9jfiyfXa,0,0,Photos,,,,,05/09/2023,,,0,0,0,0,0,0,,,,,
